"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"SAN_A01 P04 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P04",2014,"PaiSus",25,2,38.4381504239534,11.7,82.7,34.404,22.006561142835,0.25,0.025,172.35094931666,82.728455671997,136.517506772003,65.5284032505616,308.868456088664,148.256858922559,13.96,41.09,26.1212,6.35882478659907,0.2547611,0.8520833,0.456988056,0.197101896913166,"25","0",12,12,12,6736.980512009,269479.22048036,25632.2701686024,102529.08067441,37.2008301154769,0.358270193134712,0.660277524783445,0.509273858959078,0.441506330540134
"SAN_A01 P05 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P05",2014,"PaiSus",16,1,19.4383459611628,11.3,61.6,32.86875,15.5889156668021,0.25,0.025,60.2689455038671,28.9290938418562,71.7264897117406,34.4287150616355,131.995435215608,63.3578089034917,8.5,36.91,23.48875,8.73783106192072,0.37,1.0565,0.63768948125,0.181561153449098,"16","0",9,12,14,1894.52174178406,75780.8696713623,14544.56082249,58178.2432899598,13.3959112961322,0.695606856523974,0.592853117745566,0.64422998713477,0.650981060775915
"SAN_A01 P06 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P06",2014,"PaiSus",26,2,77.9002192320612,12.1,130.2,39.1,24.3510328323051,0.25,0.025,237.218174910207,113.864723956899,287.879061194633,138.181949373424,525.09723610484,252.046673330323,6.53,56.94,25.5538461538462,8.88027930953664,0.37,0.9295,0.717637403846154,0.149236018756783,"26","0",12,18,19,5154.49746054275,206179.89842171,37707.3349618483,150829.339847393,35.7009238269103,0.731037305386025,0.754681127455324,0.742859216420675,0.741026352424336
"SAN_A01 P07 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P07",2014,"PaiSus",7,3,10.4643047399119,11,55.2,34.5714285714286,18.0856033247179,0.25,0.025,42.0800033501394,20.1984016080669,37.6492186137513,18.0716249346006,79.7292219638907,38.2700265426675,15.75,35,24.7171428571429,7.46717866016725,0.474,0.9035,0.683573614285714,0.152911911382365,"7","0",5,7,7,809.305683491267,32372.2273396507,7302.93057457156,29211.7222982863,6.15839496379369,0.846724179767866,0.645226828920737,0.745975504344301,0.751145953762681
"SAN_A01 P08 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P08",2014,"PaiSus",20,1,44.8937204864358,10,114.4,34.125,26.5649922979374,0.25,0.025,37.0549883459839,17.7863944060723,175.867833036143,84.4165598573488,212.922821382127,102.202954263421,8.42,45.31,21.955277,9.68778768009394,0.445375,0.99,0.67922581,0.172752885115068,"20","0",13,17,18,1474.4672420542,58978.689682168,27348.5379432218,109394.151772887,16.8372841455055,0.557480713019416,0.737136941535367,0.647308827277392,0.674205836616411
"SAN_A02 G01_P01 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G01_P01",2014,"PaiSus",18,0,12.1884544031564,15.2,70,52.9111111111111,12.1050251543286,0.25,0.025,13.048432814136,6.26324775078528,46.2985973128547,22.2233267101702,59.3470301269906,28.4865744609555,10.82,14.97,12.8162305555556,1.24614846588562,0.266,0.326,0.322666666666667,0.014142135623731,"1","17",2,2,2,1132.60698347219,45304.2793388877,40402.0596224098,161608.238489639,20.6912517828527,0.316387218462221,0.326,0.321193609231111,0.323895245079507
"SAN_A02 G01_P02 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G01_P02",2014,"PaiSus",35,2,12.0498189355838,10.8,60,34.7857142857143,14.8046920793046,0.25,0.025,49.7893040457792,23.898865941974,43.288015015531,20.7782472074549,93.0773190613102,44.6771131494289,8.58,15.72717,12.9181351428571,1.59959448209699,0.326,0.6989167,0.402289048571429,0.119313571354843,"11","24",4,5,5,2583.74790007349,103349.916002939,36531.9787563424,146127.915025369,24.9477831028309,0.540082223735079,0.326,0.433041111867539,0.414686757254324
"SAN_A02 G01_P03 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G01_P03",2014,"PaiSus",22,3,12.1493142450128,12.4,54,35.9681818181818,13.7227092411721,0.25,0.025,99.2668896997677,47.6481070558885,38.6705678240008,18.5618725555204,137.937457523769,66.2099796114089,13.48,24.1,18.6877272727273,3.28130771233518,0.326,1.0565,0.4531894,0.197576743710922,"8","14",5,5,5,2963.51147402106,118540.458960842,22496.1046163217,89984.4184652867,20.8524877426129,0.63865457102638,0.326,0.48232728551319,0.50373522662207
"SAN_A02 G02_P05 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G02_P05",2014,"PaiSus",28,2,48.5698355339179,12.4,90,35.9535714285714,20.0280448213269,0.25,0.025,129.23171084465,62.0312212054318,181.356171798543,87.0509624633008,310.587882643193,149.082183668733,11.23,45.61,24.7057142857143,8.63286632309229,0.2547611,0.9213636,0.586894568877551,0.187453564610672,"28","0",12,17,22,4239.90915324805,169596.366129922,32693.2588389394,130773.035355757,30.036940148568,0.542481531810842,0.643277345570702,0.592879438690772,0.58636541096542
"SAN_A02 G02_P06 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G02_P06",2014,"PaiSus",30,3,27.2820291739439,10.8,63,28.9466666666667,14.7571311419337,0.25,0.025,154.157874561893,73.9957797897087,93.7123300501855,44.981918424089,247.870204612079,118.977698213798,8.14,50.8,22.9863333333333,7.72953247608486,0.266,0.9,0.568222043333333,0.196536627768857,"30","0",14,18,21,5279.93340121895,211197.336048758,19422.959412672,77691.8376506879,28.8889173699446,0.53176101585245,0.585234282481496,0.558497649166973,0.54614174288488
"SAN_A02 G02_P07 50x50 2014","SAN_A02","50x50","PA","Santarem-III","G02_P07",2014,"PaiSus",21,2,18.4017766737619,12,73.5,28.6666666666667,16.3877800001505,0.25,0.025,147.360827789578,70.7331973389975,58.871024789834,28.2580918991203,206.231852579412,98.9912892381178,5.86,34.9,23.1909523809524,7.28713517423816,0.2547611,0.7867143,0.555997685714286,0.148871707300048,"21","0",8,11,14,4203.81225365831,168152.490146332,13568.5857947441,54274.3431789765,22.2426833325309,0.534777497080968,0.563424006530077,0.549100751805523,0.541767528191319
"SFI_A01 P01 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P01",2017,"MarVin",467,53,211.888562508736,10.2,86,21.2766666666667,11.779210953643,1,1,89.0142430500309,42.7268366640148,123.128967917675,59.101904600484,212.143210967706,101.828741264499,11.66071,39.30531,17.4950839177792,5.1299113558728,0.2985,0.8729333,0.594106279633528,0.131290534755841,"444","6",29,59,64,116384.218989069,116384.218989069,92541.2036464108,92541.2036464108,20.892542263548,0.589768757643668,0.662593729658834,0.626181243651251,0.622025772997697
"SFI_A01 P02 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P02",2017,"MarVin",503,40,264.908442035876,10.2,105.4,22.0349576271186,13.238046981949,1,1,79.7336807063215,38.2721667390343,184.892251735535,88.7482808330569,264.625932441857,127.020447572091,11.66071,43.73285,17.775604427422,5.58105090370238,0.1575714,0.92275,0.568577342372881,0.14494632225637,"461","11",32,57,60,111501.657788621,111501.657788621,133319.037020098,133319.037020098,24.4820694808719,0.553980683827899,0.677724133008416,0.615852408418158,0.621366153406693
"SFI_A01 P03 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P03",2017,"MarVin",465,33,239.807702334519,10.2,96.8,21.6778270509978,12.9796505919852,1,1,90.6626369386978,43.5180657305749,149.056079629582,71.5469182221995,239.71871656828,115.064983952774,11.6607084868858,41.83072,17.6154715739074,5.45811376985891,0.2992667,0.9054,0.633612153142544,0.116147147542638,"441","10",32,63,69,111192.328721967,111192.328721967,114805.765030181,114805.765030181,22.5998093752148,0.634555779065487,0.630358761362407,0.632457270213947,0.632423717594315
"SFI_A01 P04 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P04",2017,"MarVin",406,26,337.778795203389,10.2,124.2,24.8680519480519,17.1713209486718,1,1,88.2123104307983,42.3419090067832,246.914178174543,118.51880552378,335.126488605341,160.860714530564,11.66071,47.61067,18.8587803811694,6.52667759654984,0.265,0.955,0.658284125194805,0.104022281510982,"383","2",32,56,58,99015.8768798083,99015.8768798083,176906.860088807,176906.860088807,27.5922736968615,0.674877637273708,0.614756382245966,0.644817009759837,0.636331113096666
"SFI_A01 P05 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P05",2017,"MarVin",555,41,250.881033121497,10.2,101.9,20.2020793950851,12.2149706111625,1,1,98.8435590863874,47.4449083614659,151.521164731905,72.7301590713145,250.364723818293,120.17506743278,11.66071,42.96946,16.9965646167434,5.06731844438804,0.23,0.8520833,0.647423987556794,0.131418883031992,"504","25",29,61,69,124944.202886103,124944.202886103,106495.443501328,106495.443501328,23.1439646387431,0.635140681795392,0.662338331208604,0.648739506501998,0.647655502750506
"SFI_A01 P06 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P06",2017,"MarVin",505,71,246.681119684228,10.2,205.3,20.6224789915966,13.6029029003131,1,1,97.3970304092615,46.7505745964455,145.788910176585,69.9786768847609,243.185940585847,116.729251481206,11.66071,61.35732,17.065436053349,5.05185116958509,0.3052121,0.8199624,0.637950473739496,0.103632073135694,"462","14",30,55,60,121786.313220623,121786.313220623,106238.29628865,106238.29628865,22.8024609509273,0.63143797027373,0.563937640608523,0.597687805441127,0.599989083954019
"SFI_A01 P07 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P07",2017,"MarVin",573,55,262.521527205306,10.2,107,19.9016304347826,12.7355048049268,1,1,89.0997678410569,42.7678885637073,173.266035313434,83.1676969504482,262.365803154491,125.935585514156,11.66071,44.07715,17.0942636878115,5.13098218916603,0.23,0.955,0.606041475210326,0.148771223142737,"438","114",26,49,56,117937.414543022,117937.414543022,123966.578522214,123966.578522214,24.1903993065237,0.611766616052686,0.662643119356022,0.637204867704354,0.637838885310299
"SFI_A01 P08 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P08",2017,"MarVin",609,58,232.690882944792,10.2,110.8,19.78,10.9574515892642,1,1,107.660317973455,51.6769526272585,126.117110058472,60.5362128280667,233.777428031928,112.213165455325,11.66071,44.8836,16.8723969652135,4.62851476085036,0.23,0.92275,0.601255671186441,0.152516318365426,"487","103",31,68,76,144265.90876755,144265.90876755,92575.0543072532,92575.0543072532,23.6840963074803,0.590612352924968,0.678535288308455,0.634573820616712,0.624979171959599
"SFI_A01 P09 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P09",2017,"MarVin",493,55,234.10293260554,10.2,86.6,20.8229759299781,12.9634344689084,1,1,84.0272439823433,40.3330771115248,150.032030690583,72.0153747314797,234.059274672926,112.348451843004,11.66071,39.45001,17.2337687527352,5.42933502276106,0.23,0.8520833,0.63281232428884,0.132151775229264,"426","31",29,59,65,105098.502911983,105098.502911983,110716.825111901,110716.825111901,21.5815328023884,0.632406314801693,0.653617114578733,0.643011714690213,0.643287805152268
"SFI_A01 P10 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P10",2017,"MarVin",516,63,300.072618000836,10.2,139.8,20.5858316221766,14.7069433112414,1,1,83.2695758942166,39.969396429224,214.824617547711,103.115816422901,298.094193441927,143.085212852125,11.66071,50.58498,17.0214868375769,5.75255251042337,0.23,0.955,0.658931524195867,0.131502735238765,"453","34",25,50,56,103958.10477873,103958.10477873,140691.938717047,140691.938717047,24.4650043495776,0.654419883006989,0.670965980156261,0.662692931581625,0.663935117310112
"SFI_A01 P11 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P11",2017,"MarVin",452,60,370.401152023312,10.2,157.6,23.3958236658933,17.1245229084857,1,1,80.8564608541441,38.8111012099892,285.601755174864,137.088842483935,366.458216029008,175.899943693924,11.6607084868858,53.75744,18.1850035695751,6.4898975287985,0.2992667,0.92275,0.637628547836529,0.10803141734829,"418","13",28,58,61,99138.5482189493,99138.5482189493,185184.477638137,185184.477638137,28.4323025857086,0.634966104485322,0.668526615219463,0.651746359852393,0.656824642431155
"SFI_A01 P12 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P12",2017,"MarVin",488,31,324.578246869259,10.2,126.1,23.0438818565401,14.7049219627662,1,1,97.3352892828849,46.7209388557848,226.403621006286,108.673738083017,323.738910289171,155.394676938802,11.66071,47.98377,18.1623124241553,5.98374776963221,0.23,0.955,0.661126304464346,0.106751759063039,"465","9",27,53,56,113830.24553337,113830.24553337,164187.148337026,164187.148337026,27.8017393870396,0.663789461179733,0.654845818448586,0.65931763981416,0.658507665047018
"SFI_A01 P13 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P13",2017,"MarVin",566,55,257.076343668367,10.2,140.4,20.7667269439421,12.3106946389038,1,1,105.855079583578,50.8104382001172,150.649960797288,72.3119811826982,256.505040380865,123.122419382815,11.6607084868858,50.69554,17.2330391438306,5.167687972281,0.23,0.955,0.622285904520796,0.12852812918707,"529","24",32,64,70,132557.577792721,132557.577792721,120452.518643615,120452.518643615,25.3010096436336,0.628573257111292,0.59473262700516,0.611652942058226,0.612462480560538
"SFI_A01 P14 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P14",2017,"MarVin",549,41,372.861074653804,10.2,154.1,21.5506542056075,15.2189265464633,1,1,111.089628752139,53.3230218010265,257.998117293154,123.839096300714,369.087746045293,177.162118101741,11.66071,53.15041,17.5029938629973,5.76015388644828,0.3868571,0.955,0.662331706728972,0.128816622944075,"506","29",25,46,51,132214.845742178,132214.845742178,160073.609748269,160073.609748269,29.2288455490447,0.658166165698575,0.679972405452111,0.669069285575343,0.670108489956739
"SFI_A01 P15 100x100 2017","SFI_A01","100x100","AC","Ser_Filipinas_2017","P15",2017,"MarVin",510,36,331.399516838023,10.2,159.5,21.7779352226721,14.425420534396,1,1,92.5809836571461,44.4388721554301,235.715201703354,113.14329681761,328.296185360501,157.58216897304,11.66071,54.08374,17.5958274133215,5.75690743643761,0.2992667,0.955,0.652458230769231,0.110058793182912,"484","10",30,61,65,112785.084781411,112785.084781411,151802.432463879,151802.432463879,26.458751724529,0.648579387374845,0.690319196391453,0.669449291883149,0.672526868364376
"SFX_A01 P01 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P01",2011,"PaiSus",60,1,18.2187907227201,10.1,55.5,19.0136666666667,8.93747887832833,0.16,0.16,66.7419698653902,32.0361455353873,48.1262726613697,23.1006108774575,114.86824252676,55.1367564128447,7.06,37.42,16.5302156666667,5.18151444611314,0.23,1.0772,0.560222201666667,0.237475101674666,"50","10",20,28,30,15754.8314321108,98467.6964506926,4982.82512998733,31142.6570624208,12.9610353513113,0.55576664803819,0.73744711577109,0.64660688190464,0.599420664466541
"SFX_A01 P02 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P02",2011,"PaiSus",63,5,33.6157092565323,10.1,45.6,21.9426229508197,10.1283012563212,0.16,0.16,120.796125057684,57.9821400276883,90.08513970469,43.2408670582512,210.881264762374,101.223007085939,5.17,32.74,16.3104754098361,4.75734107285452,0.3506667,1.0772,0.905699004918033,0.23096714911003,"61","0",14,24,24,15737.8555220479,98361.5970127992,12163.532042371,76022.0752648187,17.4383672277618,0.940677539488204,1.03188653172985,0.986282035609025,0.980439845112688
"SFX_A01 P03 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P03",2011,"PaiSus",66,8,24.4760756581701,10.2,59,19.0712121212121,9.83290809400157,0.16,0.16,64.0383880696612,30.7384262734374,89.1554607991583,42.794621183596,153.193848868819,73.5330474570333,6.46,32.11744,15.7842383333333,4.6226520774543,0.23,1.0772,0.664727925757576,0.225250466371483,"65","1",19,31,33,13383.7658989334,83648.5368683339,10405.5753332385,65034.8458327405,14.8683382701074,0.645799200369996,0.919380544336502,0.782589872353249,0.765465031240597
"SFX_A01 P04 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P04",2011,"PaiSus",82,6,37.7352458005678,10,77,19.3873417721519,13.5848083240879,0.16,0.16,83.2992936680955,39.9836609606858,153.152870874557,73.5133780197873,236.452164542652,113.497038980473,8.71,40.52,15.9254801691095,5.82736864125351,0.3506667,1.0772,0.714901830379747,0.199928126666427,"77","2",23,35,40,15668.4263244035,97927.6645275221,18958.4592308754,118490.370192972,21.6418034720494,0.72199447666256,0.642803637010132,0.682399056836346,0.678636944475249
"SFX_A01 P05 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P05",2011,"PaiSus",52,6,17.4110938934202,10.1,74.5,18.3403846153846,10.1925820703556,0.16,0.16,68.2028459961833,32.737366078168,41.4315951126996,19.8871656540958,109.634441108883,52.6245317322638,5.1,46.35,15.7772473076923,5.59104966777176,0.23,1.12,0.641198119230769,0.23758103693593,"47","5",16,29,30,13539.7145582576,84623.2159891102,4359.15615639669,27244.7259774793,11.1867941966589,0.675035675174224,0.508,0.591517837587112,0.634355198546307
"SFX_A01 P06 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P06",2011,"PaiSus",68,3,16.4363409057727,10.2,46.2,16.689552238806,7.45796572979356,0.16,0.16,75.7961071588458,36.382131436246,27.4471914641358,13.1746519027852,103.243298622982,49.5567833390312,7.63,35.44,15.3805501492537,4.30994748765679,0.23,1.12,0.812888988059702,0.240422066567979,"64","3",18,21,23,13198.875317288,82492.9707330502,4341.62606938966,27135.1629336854,10.9628133666736,0.801556019837218,0.489753744375924,0.645654882106571,0.724378699885238
"SFX_A01 P07 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P07",2011,"PaiSus",80,6,38.4965277327173,10.2,60.5,21.7191780821918,12.2883826972905,0.16,0.16,106.837190931402,51.2818516470728,134.292935157849,64.4606088757675,241.130126089251,115.74246052284,9.72,39.69,17.133738630137,5.45742231800323,0.3052121,1.0772,0.74050134109589,0.232955364161894,"73","0",14,23,25,16766.5778904475,104791.111815297,18818.2970746355,117614.356716472,22.2405468531769,0.78965280170106,0.761333825085058,0.775493313393059,0.77467691896064
"SFX_A01 P08 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P08",2011,"PaiSus",63,2,8.64277738492635,10,32.9,15.5920634920635,6.17931778224492,0.16,0.16,54.7791282676665,26.2939815684799,0,0,54.7791282676665,26.2939815684799,10,23.15097,14.5279823809524,2.81076218827294,0.23,1.12,0.648192804761905,0.227017411812932,"57","6",19,29,29,13888.5805684571,86803.6285528571,NA,NA,NA,0.558932945367798,NA,0.558932945367798,0.558932945367798
"SFX_A01 P09 40x40 2011","SFX_A01","40x40","PA","São Félix do Xingu","P09",2011,"PaiSus",64,7,106.246918457209,10,130,28.0096774193548,26.1302833526726,0.16,0.16,63.0291575262713,30.2539956126102,600.814032225152,288.390735468073,663.843189751423,318.644731080683,11.52033,49.24,18.4948372580645,9.73560503048545,0.26,1.0772,0.78865590483871,0.206242223159156,"62","0",13,25,28,10236.3612989345,63977.2581183406,60678.7311307316,379242.069567072,44.3219327685413,0.783516867284288,0.748646436026869,0.766081651655578,0.753679868555419
"TAL_A01 P04 50x50 2014","TAL_A01","50x50","AC","Talismã","P04",2014,"PaiSus",32,2,20.2628415534156,10.4,71.6,23.2806451612903,14.5849104523554,0.25,0.1,55.3912132319295,26.5877823513262,58.8945668836437,28.269392104149,114.285780115573,54.8571744554752,6.18,40.56,19.5846461290323,8.1671221097335,0.3052121,0.9295,0.624426922580645,0.131984322630727,"30","1",14,23,24,6332.85388703284,63328.5388703284,11875.2123765878,47500.8495063511,11.082938837668,0.655875740625853,0.558947304181087,0.60741152240347,0.61433276055634
